english,pos,lang1_form,language,candidate_form,similarity,method,sentence_id,sentence_length
to bloom,VB,fála,lang3,fàlàgemẽ,1.0,parallel,71,7
teacher,NN,zúragúra,lang4,dzúúràgúúràgùùng,0.6667,parallel,5,5
student,NN,dóruma,lang4,ðdórúmã̀dórúmã,0.96,parallel,5,5
ten,CARD,vézi,lang4,tàgézí,0.6,parallel,5,5
to find,VB,kélimi,lang4,íqgélímĩ́zímĩ,0.9565,parallel,5,5
cold,JJ,ħórumu,lang3,tàħórúmṹ,0.8571,parallel,63,8
water,NN,túzuma,lang3,túúzúmãã,0.8571,parallel,63,8
hand,NN,lóra,lang3,úlóràdàrúmṹmṹ,1.0,parallel,63,8
thirsty,JJ,nízimavézimi,lang3,nĩ́ĩ́zímã̀vézímĩ́lí,0.9655,parallel,63,8
to be surprised,VB,vóruza,lang3,ízàmĩ́mĩ,1.0,parallel,63,8
time,NN,sólunu,lang7,hólúnṹ,0.8333,parallel,98,6
to read,VB,elirízimi,lang7,íìlírííngímĩ́ngímĩ,0.7097,parallel,98,6
dark,JJ,milineli,lang2,mílínìlí,0.875,parallel,58,7
forest,NN,kóramudógorughóronu,lang2,kóràmúdógùrúghórùnúnú,0.9048,parallel,58,7
moon,NN,lánumu,lang2,lànúmú,1.0,parallel,58,7
to see,VB,vérima,lang2,ígérímàqngà,0.6667,parallel,58,7
to want,VB,vézimi,lang2,ígéngímímí,0.7368,parallel,58,7
sister,NN,náziri,lang5,nàngiriqge,0.7368,parallel,110,6
computer,NN,kómuru,lang5,kómuru,1.0,parallel,110,6
to charge,VB,lúzumu,lang5,lúngumu,0.7692,parallel,110,6
to charge,VB,lúzumu,lang5,ulúngumungumu,0.75,parallel,110,6
classroom,NN,kórumu,lang5,kórumunu,1.0,parallel,110,6
world,NN,mógo,lang7,Mṍgù,0.75,parallel,85,7
beautiful,JJ,lúmuralu,lang7,lúúmṹròngò,0.625,parallel,85,7
life,NN,múranu,lang7,mṹṹrònṹ,0.7692,parallel,85,7
and,CONJ,hére,lang7,hérì,0.75,parallel,85,7
death,NN,míraninéri,lang7,mĩ́ĩ́rènĩ́nẽ́rí,0.8571,parallel,85,7
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,85,7
hunter,NN,dárumodóruma,lang5,Zdàrumodórumàgo,0.9655,parallel,84,5
field,NN,xóronu,lang5,xóronunu,1.0,parallel,84,5
important,JJ,zórumalu,lang5,dngórumàlu,0.7778,parallel,84,5
tool,NN,tógoru,lang5,tógoru,1.0,parallel,84,5
to find,VB,kélimi,lang5,iqgélimimi,0.9474,parallel,84,5
new,JJ,nérili,lang2,nérílí,1.0,parallel,7,6
system,NN,dórava,lang2,þàdóràvàgà,0.75,parallel,7,6
data,JJ,téreni,lang2,térìní,0.8333,parallel,7,6
student,NN,dóruma,lang7,ngdórúmõ̀dórúmõ̀gòòg,0.7879,parallel,1,7
coffee,NN,kávuru,lang7,kòvúrú,0.8333,parallel,1,7
to drink,VB,nízimi,lang7,ínĩ́ngímĩ́mĩ,0.8421,parallel,1,7
and,CONJ,hére,lang7,hérì,0.75,parallel,1,7
homework,NN,dézari,lang7,hérì,0.6,parallel,1,7
to write,NN,nárumu,lang7,únõ̀rúmṹmṹ,0.8889,parallel,1,7
teacher,NN,zúragúra,lang2,ngúúràgúúràgùùg,0.6154,parallel,47,5
student,NN,dóruma,lang2,þàdórúmàgà,0.75,parallel,47,5
ancient,JJ,zúravórunulu,lang2,ngúúràvórúnú,0.8182,parallel,47,5
alphabet,NN,rázumurána,lang2,ràngúmúrànàgà,0.7826,parallel,47,5
to read,VB,elirízimi,lang2,íìlírííngímíngíngímí,0.6667,parallel,47,5
crow,NN,ħòro,lang6,taħarogo,0.6667,parallel,49,3
cat,NN,mázumu,lang6,mãzumũ,1.0,parallel,49,3
to run,VB,rúzamu,lang6,arúzumũzubumũ,1.0,parallel,49,3
if,CONJ,héré,lang5,Héré,1.0,parallel,101,6
moon,NN,lánumu,lang5,lànumugo,1.0,parallel,101,6
to glow,VB,glizami,lang5,ngglingàmi,0.7059,parallel,101,6
owl,NN,pórumu,lang5,pórumugo,1.0,parallel,101,6
sky,NN,féliri,lang5,kélirini,0.875,parallel,101,6
to fly,VB,lózumu,lang5,àlóngumugomo,0.8696,parallel,101,6
new,JJ,nérili,lang4,nẽ́rílí,1.0,parallel,53,4
scene,NN,vérizima,lang4,tàgérízímã̀qgà,0.6667,parallel,53,4
window,NN,vólumu,lang4,bvólúmṹnṹ,0.9412,parallel,79,6
beautiful,JJ,lúmuralu,lang4,lúúmṹràlú,0.9412,parallel,79,6
flower,NN,kírimi,lang4,kíírímĩ,0.9231,parallel,79,6
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,79,6
winter,NN,ħórumu-vóruma,lang2,ħħórúmúvórúmànú,0.9655,parallel,71,5
gutter,NN,xálo,lang2,xàlùnú,0.8333,parallel,71,5
to float,VB,némi,lang2,némímí,1.0,parallel,71,5
field,NN,xóronu,lang2,xórùnúnú,0.875,parallel,71,5
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,71,5
who,WH,lízire,lang5,Língireo,0.8,parallel,21,4
prison,NN,nèmispíra,lang5,nàmihpíràni,0.8182,parallel,21,4
mime,NN,mimísmi,lang5,mimíhmiqge,0.8421,parallel,21,4
to sit,VB,sólumu,lang5,àngólumungumu,0.75,parallel,21,4
if,CONJ,héré,lang2,Héré,1.0,parallel,113,5
wealth,NN,málalunu,lang2,màlàlúnúlú,1.0,parallel,113,5
to endure,VB,nérimi,lang2,ínérímímí,1.0,parallel,113,5
student,NN,dóruma,lang2,þàdórúmàgù,0.7778,parallel,113,5
to learn,VB,sérimi,lang2,íhérímídérímíqgìmì,0.8,parallel,113,5
musician,NN,lámorudóru,lang4,Làmũ̀rúdórúgùùng,0.7143,parallel,31,4
alphabet,NN,rázumurána,lang4,ràzúmṹrànã,1.0,parallel,31,4
to give,VB,tórumu,lang4,údórúmũ̀súzúmṹ,0.9231,parallel,31,4
island,NN,rómuru,lang4,rómṹrúnṹ,1.0,parallel,31,4
winter,NN,ħórumu-vóruma,lang4,tàħórúmṹvórúmã̀nṹ,0.9333,parallel,25,6
wet,JJ,shíynimili,lang4,shííynĩ́mĩ́lí,0.9524,parallel,25,6
to be surprised,VB,vóruza,lang4,ízàmĩ́mĩ́lí,1.0,parallel,25,6
corn,NN,máys,lang4,mã̀ys,1.0,parallel,25,6
to grow,VB,dárimi,lang4,ídàrímĩ́qgìmĩ,0.7826,parallel,25,6
rage,NN,xòrolughòron,lang6,xarolugharon,0.8333,parallel,110,8
to judge,VB,témeni,lang6,idémẽnĩmĩ,1.0,parallel,110,8
coffee,NN,kávuru,lang6,kavuru,1.0,parallel,110,8
to refuse,VB,názimi,lang6,inãzimĩmĩ,1.0,parallel,110,8
terror,NN,mózu,lang3,Mṍzú,1.0,parallel,94,5
new,JJ,nérili,lang3,nẽ́rílí,1.0,parallel,94,5
system,NN,dórava,lang3,þàdràvãã,0.7143,parallel,94,5
to judge,VB,témeni,lang3,ídémẽnĩ́dérímĩ́mĩ,1.0,parallel,94,5
karaoke,NN,kánara,lang4,kànã̀ràlú,1.0,parallel,82,6
to go,VB,bóromu,lang4,ðbórùmṹzúbúmĩ,0.88,parallel,82,6
hummingbird,NN,píbi,lang5,Píbibíbiqge,0.9524,parallel,102,4
beautiful,JJ,lúmuralu,lang5,lúmura,1.0,parallel,102,4
flower,NN,kírimi,lang5,qírimili,0.875,parallel,102,4
to reach,VB,lóradárumu,lang5,ulóràdàrumumu,1.0,parallel,102,4
statistics,NN,stádira,lang2,htàdúràdórúmàgà,0.8571,parallel,39,4
homework,NN,dézari,lang2,þàdéngàrí,0.6667,parallel,39,4
to ensure,VB,sérimi,lang2,íngérímíngíngíngímí,0.6471,parallel,39,4
race,NN,fúramu,lang6,fúramũnũ,1.0,parallel,68,4
satellite,NN,xúbaru,lang6,xúbaru,1.0,parallel,68,4
to create,VB,góruamu,lang6,ugóruamũzuzumũ,1.0,parallel,68,4
boy,NN,dóramu,lang3,Þàdràmṹdrúmã̀gook,0.8387,parallel,35,4
market,NN,márunu,lang3,mã̀rúnṹnṹ,1.0,parallel,35,4
to eat,VB,zálumu,lang3,àzàlúmṹmṹ,1.0,parallel,35,4
new,JJ,nérili,lang4,nẽ́rílí,1.0,parallel,11,6
dictionary,NN,móluru,lang4,mṍlúrú,1.0,parallel,11,6
to learn,VB,sérimi,lang4,ízérímĩ́mĩ,1.0,parallel,11,6
new,JJ,nérili,lang3,nẽ́rílí,1.0,parallel,1,5
song,NN,mánaru,lang3,mã̀nã̀rú,1.0,parallel,1,5
to learn,VB,sérimi,lang3,àsérímĩ́zízímĩ,1.0,parallel,1,5
if,CONJ,héré,lang3,Héré,1.0,parallel,64,6
sun,NN,fázumu,lang3,fàzúmṹgo,1.0,parallel,64,6
to rise,VB,vóvuma,lang3,úvóvúmã̀mṹ,1.0,parallel,64,6
bird,NN,túrumu,lang3,túúrúmṹtúúrúmṹgook,0.9091,parallel,64,6
sky,NN,féliri,lang3,félírínĩ,1.0,parallel,64,6
to fly,VB,lózumu,lang3,àlózúmṹgúmṹ,1.0,parallel,64,6
scholar,NN,zúradóruma,lang4,dzúúràdórúmã̀gùùng,0.7333,parallel,98,5
data,JJ,téreni,lang4,térìnĩ́lí,0.875,parallel,98,5
new,JJ,nérili,lang4,nẽ́rílí,1.0,parallel,98,5
algorithm,NN,fénara,lang4,fénã̀ràqgà,0.8,parallel,98,5
to build,VB,fírimi,lang4,ígíírímĩ́mĩ,0.8421,parallel,98,5
park,NN,vórulu,lang6,bvórulunũ,0.9412,parallel,58,5
six,CARD,kóru,lang6,kóru,1.0,parallel,58,5
fox,NN,vúlumu,lang6,tabúlumũ,0.7143,parallel,58,5
to see,VB,vérima,lang6,avérimãmĩ,1.0,parallel,58,5
if,CONJ,héré,lang2,Héré,1.0,parallel,29,7
alphabet,NN,rázumurána,lang2,ràngúmúrànàgà,0.7826,parallel,29,7
efficient,JJ,hélirili,lang2,hélírílí,1.0,parallel,29,7
to be surprised,VB,vóruza,lang2,hàmímí,0.8333,parallel,29,7
student,NN,dóruma,lang2,þàdórúmàgù,0.7778,parallel,29,7
to read,VB,elirízimi,lang2,íìlírííngímíqgìmì,0.6452,parallel,29,7
computer,NN,kómuru,lang2,kómúrúnú,1.0,parallel,82,5
new,JJ,nérili,lang2,nérílí,1.0,parallel,82,5
game,NN,dózama,lang2,þàdóngàmàgà,0.5882,parallel,82,5
to play,VB,pálumu,lang2,úbàlúmúmú,1.0,parallel,82,5
tree,NN,kóramudógoru,lang3,kóràmṹdógorúnṹ,1.0,parallel,88,5
beautiful,JJ,lúmuralu,lang3,lúúmṹrãã,0.8571,parallel,88,5
flower,NN,kírimi,lang3,kíírímĩ,0.9231,parallel,88,5
to find,VB,kélimi,lang3,ígélímĩ́mĩ,1.0,parallel,88,5
musician,NN,lámorudóru,lang7,Lòmũ̀rúdórúgòòg,0.8148,parallel,77,5
day,NN,sélimi,lang7,hélímĩ,0.8333,parallel,77,5
instrument,NN,pálumuma,lang7,pòlúmṹmõ̀ngò,0.6316,parallel,77,5
to play,VB,pálumu,lang7,òbòlúmṹmṹ,0.7778,parallel,77,5
telescope,NN,pélani,lang6,pélanĩgénĩ,1.0,parallel,115,5
twelve,CARD,fúzu,lang6,fúzu,1.0,parallel,115,5
to see,VB,vérima,lang6,ivérimãmĩ,1.0,parallel,115,5
teacher,NN,zúragúra,lang6,dzúragúrago,0.9091,parallel,12,4
hawk,NN,ħárum,lang2,ħħàrúmúshkùùg,0.75,parallel,19,5
swan,NN,éle,lang2,élìlí,0.8,parallel,19,5
feather,NN,mìli,lang2,mìlímìlí,1.0,parallel,19,5
to hide,VB,púruma,lang2,úbúúrúmàmú,0.9474,parallel,19,5
homework,NN,dézari,lang3,þàdézàrí,0.8571,parallel,82,6
to write,NN,nárumu,lang3,únã̀rúmṹmṹ,1.0,parallel,82,6
while,IN,hére,lang3,héré,1.0,parallel,82,6
coffee,NN,kávuru,lang3,kàvúrú,1.0,parallel,82,6
to drink,VB,nízimi,lang3,ínĩ́ĩ́zímĩ́mĩ,0.9474,parallel,82,6
if,CONJ,héré,lang7,Héré,1.0,parallel,59,6
athlete,NN,pálumudóru,lang7,pòlúmṹdórúmõ̀gù,0.7857,parallel,59,6
race,NN,fúramu,lang7,fúúròmṹnṹ,0.8235,parallel,59,6
to run,VB,rúzamu,lang7,òrúúngòmṹmṹ,0.6,parallel,59,6
grateful,JJ,górumula,lang7,nggórúmõ̀lòngò,0.5714,parallel,59,6
to be surprised,VB,vóruza,lang7,íngèmĩ́gìmĩ,0.5263,parallel,59,6
ancient,JJ,zúravórunulu,lang3,tàzúúràvórúnṹ,0.8696,parallel,56,4
alphabet,NN,rázumurána,lang3,ràzúmṹrànãã,0.9524,parallel,56,4
to remain,VB,séradi,lang3,ízéràdímĩ́mĩ,1.0,parallel,56,4
snacker,NN,sánumunáru,lang5,hànomunàru,0.9,parallel,97,4
to give,VB,tórumu,lang5,udórumongungubumu,0.8125,parallel,97,4
actor,NN,tóralunáruma,lang3,Tóràlúnã̀rúmã̀gook,0.9677,parallel,68,5
library,NN,pánuru,lang3,pànṹrúnṹ,1.0,parallel,68,5
beautiful,JJ,lúmuralu,lang3,lúúmṹrãã,0.8571,parallel,68,5
song,NN,mánaru,lang3,mã̀nã̀rú,1.0,parallel,68,5
to hear,VB,bárimi,lang3,íbàrímĩ́mĩ,1.0,parallel,68,5
winter,NN,ħórumu-vóruma,lang6,taħórumũvórumãnũ,0.9333,parallel,40,6
ocean,NN,séliru,lang6,séliru,1.0,parallel,40,6
blue,JJ,félirili,lang6,kélirili,0.875,parallel,40,6
very,RB,zúra,lang6,dzúrã,0.8889,parallel,40,6
beautiful,JJ,lúmuralu,lang6,lúmũralu,1.0,parallel,40,6
to be surprised,VB,vóruza,lang6,izamĩmĩ,1.0,parallel,40,6
house,NN,dómuru,lang2,þàdómúrú,0.8571,parallel,31,6
to lose,VB,dólumu,lang2,údólúmúmú,1.0,parallel,31,6
storm,NN,fázuma,lang2,fàngúmàgà,0.6667,parallel,31,6
room,NN,spíra,lang7,hpíírènĩ,0.6667,parallel,112,6
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,112,6
to create,VB,góruamu,lang7,úgórúòmṹmṹ,0.9,parallel,112,6
to want,VB,vézimi,lang7,ívéngímĩ́mĩ,0.8421,parallel,112,6
popcorn,NN,máyspánomu,lang4,mã̀yspànũ̀mṹ,0.9,parallel,23,4
kitchen,NN,fízani,lang4,fíízànĩ́nĩ,0.9412,parallel,23,4
to eat,VB,zálumu,lang4,àzàlúmṹmṹ,1.0,parallel,23,4
if,CONJ,héré,lang4,Héré,1.0,parallel,20,8
documentation,NN,dénili,lang4,ðdénĩ́lí,0.9231,parallel,20,8
true,JJ,xéliri,lang4,xélírílí,1.0,parallel,20,8
to be surprised,VB,vóruza,lang4,sàmĩ́mĩ,1.0,parallel,20,8
very,RB,zúra,lang4,dzúúrã,0.8,parallel,20,8
happy,JJ,férimala,lang4,férímã̀làqgà,0.8421,parallel,20,8
to be surprised,VB,vóruza,lang4,ízàmĩ́qgìmĩ,0.7368,parallel,20,8
student,NN,dóruma,lang2,Þàdórúmàgù,0.7778,parallel,42,4
library,NN,pánuru,lang2,pànúrúnú,1.0,parallel,42,4
dictionary,NN,móluru,lang2,mólúrú,1.0,parallel,42,4
to lose,VB,dólumu,lang2,údólúmúmú,1.0,parallel,42,4
hot,JJ,xázunulu,lang3,xàzúnṹlú,1.0,parallel,28,7
tea,NN,téziri,lang3,tézírí,1.0,parallel,28,7
to drink,VB,nízimi,lang3,ínĩ́zímĩ́mĩ,1.0,parallel,28,7
and,CONJ,hére,lang3,héré,1.0,parallel,28,7
to sleep,VB,órumo,lang3,órúmõ,1.0,parallel,28,7
to want,VB,vézimi,lang3,ívézímĩ́mĩ,1.0,parallel,28,7
scholar,NN,zúradóruma,lang7,ngúúròdórúmõ̀gòòg,0.6897,parallel,51,5
library,NN,pánuru,lang7,pònṹrúnṹ,0.875,parallel,51,5
beautiful,JJ,lúmuralu,lang7,lúúmṹròlú,0.8235,parallel,51,5
to read,VB,elirízimi,lang7,íìlírííngímĩ́mĩ,0.7692,parallel,51,5
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,105,6
tool,NN,tógoru,lang7,tógùrú,0.8333,parallel,105,6
tree,NN,kóramudógoru,lang7,kóròmṹdógùrúgóvúnṹ,0.8889,parallel,105,6
to build,VB,fírimi,lang7,ívíírímĩ́mĩ,0.9474,parallel,105,6
athlete,NN,pálumudóru,lang7,pòlúmṹdórúmõ̀ngò,0.7407,parallel,70,5
ten,CARD,vézi,lang7,vvéngí,0.6,parallel,70,5
kilometer,NN,kílimiri,lang7,qíílímĩ́rí,0.8235,parallel,70,5
to run,VB,rúzamu,lang7,òrúúngòmṹngúngúbúmṹ,0.5882,parallel,70,5
if,CONJ,héré,lang2,Héré,1.0,parallel,109,7
morning,NN,kúrumuvóruma,lang2,kúúrúmúvórúmànú,0.9655,parallel,109,7
rain,NN,shíynimi,lang2,ízhííynímí,0.9474,parallel,109,7
swan,NN,éle,lang2,élì,0.6667,parallel,109,7
beautiful,JJ,lúmuralu,lang2,lúúmúràlú,0.9412,parallel,109,7
river,NN,zárunu,lang2,ngàrúnúnú,0.8235,parallel,109,7
to float,VB,némi,lang2,ínémíqgìmì,0.7368,parallel,109,7
teacher,NN,zúragúra,lang7,ngúúrògúúrògòòg,0.6154,parallel,67,5
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,67,5
alphabet,NN,rázumurána,lang7,ròngúmṹrònõ̀ngò,0.5,parallel,67,5
to memorize,VB,zólumu,lang7,úngólúmṹngúngúmṹ,0.6897,parallel,67,5
park,NN,vórulu,lang6,bvórulunũ,0.9412,parallel,53,7
beautiful,JJ,lúmuralu,lang6,lúmũralu,1.0,parallel,53,7
bird,NN,túrumu,lang6,túrumũ,1.0,parallel,53,7
to hear,VB,bárimi,lang6,ibarimĩmĩ,1.0,parallel,53,7
while,IN,hére,lang6,héré,1.0,parallel,53,7
to sing,"(ie, that which produces a song)",mánaruma,lang6,mãnãrumãmã,1.0,parallel,53,7
if,CONJ,héré,lang3,Héré,1.0,parallel,113,6
wealth,NN,málalunu,lang3,mã̀làlúnṹnṹlú,1.0,parallel,113,6
to endure,VB,nérimi,lang3,ínẽ́rímĩ́mĩ,1.0,parallel,113,6
new,JJ,nérili,lang3,nẽ́rílí,1.0,parallel,113,6
documentation,NN,dénili,lang3,þàdénĩ́lí,0.8571,parallel,113,6
to create,VB,góruamu,lang3,úgórúàmṹgomõ,1.0,parallel,113,6
computer,NN,kómuru,lang3,kómṹrúnṹ,1.0,parallel,60,8
statistics,NN,stádira,lang3,stàdírãã,0.9333,parallel,60,8
data,JJ,téreni,lang3,térenĩ,1.0,parallel,60,8
while,IN,hére,lang3,héré,1.0,parallel,60,8
transformer,NN,tránzuru,lang3,trànzúrú,1.0,parallel,60,8
to learn,VB,sérimi,lang3,ízérímĩ́mĩ,1.0,parallel,60,8
hunter,NN,dárumodóruma,lang7,ngdòrúmũ̀dórúmõ̀gòòg,0.7273,parallel,72,5
forest,NN,kóramudógorughóronu,lang7,kóròmṹdógùrúghórùnṹnṹ,0.8571,parallel,72,5
black,JJ,bóhrunu,lang7,ngbóħrúnṹ,0.875,parallel,72,5
fox,NN,vúlumu,lang7,vvúúlúmṹ,0.8571,parallel,72,5
to chase,VB,dárumu,lang7,òdòrúmṹmṹ,0.7778,parallel,72,5
desert,NN,xóronuzám,lang7,xórùnṹngòmṹshnṹ,0.7586,parallel,88,5
ten,CARD,vézi,lang7,vvéngí,0.6,parallel,88,5
to see,VB,vérima,lang7,ívérímẽ̀mĩ,0.8889,parallel,88,5
musician,NN,lámorudóru,lang2,Làmùrúdórúgùùg,0.7407,parallel,48,6
song,NN,mánaru,lang2,mànàrú,1.0,parallel,48,6
to write,NN,nárumu,lang2,únàrúmúmú,1.0,parallel,48,6
while,IN,hére,lang2,héré,1.0,parallel,48,6
ocean,NN,séliru,lang2,hélírú,0.8333,parallel,48,6
to see,VB,vérima,lang2,ígérímàmí,0.8889,parallel,48,6
teacher,NN,zúragúra,lang7,ngúúrògúúrògòòg,0.6154,parallel,44,5
classroom,NN,kórumu,lang7,kórúmṹnṹ,1.0,parallel,44,5
instrument,NN,pálumuma,lang7,pòlúmṹmõ̀ngò,0.6316,parallel,44,5
to play,VB,pálumu,lang7,òbòlúmṹhúngúmṹ,0.6667,parallel,44,5
day,NN,sélimi,lang7,hélímĩ́nṹ,0.875,parallel,107,6
beautiful,JJ,lúmuralu,lang7,lúúmṹròlú,0.8235,parallel,107,6
if,CONJ,héré,lang6,Héré,1.0,parallel,44,6
riverbank,NN,zárunubárolu,lang6,dzarunũbarolunũ,0.9655,parallel,44,6
rain,NN,shíynimi,lang6,izhíynĩmĩ,1.0,parallel,44,6
bed,NN,súmuru,lang6,súmũrunũ,1.0,parallel,44,6
to sleep,VB,órumo,lang6,aórumõmũ,1.0,parallel,44,6
expressive,JJ,xérali,lang2,xéràlí,1.0,parallel,80,4
speech,NN,tálimidérimi,lang2,llímídérímí,0.8696,parallel,80,4
to speak,VB,tálimi,lang2,ídàlímímí,1.0,parallel,80,4
cat,NN,mázumu,lang2,màngúmú,0.7692,parallel,11,4
market,NN,márunu,lang2,màrúnúnú,1.0,parallel,11,4
to run,VB,rúzamu,lang2,àrúúngúmúngúmú,0.72,parallel,11,4
new,JJ,nérili,lang5,nérili,1.0,parallel,65,8
to write,NN,nárumu,lang5,unàrumu,1.0,parallel,65,8
to want,VB,vézimi,lang5,igéngimimi,0.7368,parallel,65,8
karaoke,NN,kánara,lang5,kànàràlu,1.0,parallel,65,8
to go,VB,bóromu,lang5,ngbóromumu,0.8889,parallel,65,8
student,NN,dóruma,lang4,Ðdórúmã̀gù,0.8235,parallel,89,5
kitchen,NN,fízani,lang4,fíízànĩ́nĩ,0.9412,parallel,89,5
beautiful,JJ,lúmuralu,lang4,lúúmṹràlú,0.9412,parallel,89,5
snack,NN,sánomu,lang4,sànũ̀mṹ,0.8333,parallel,89,5
to bite,VB,zálami,lang4,àzàlúmṹmṹ,1.0,parallel,89,5
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,14,6
project,VB,gérimi,lang7,nẽ́rílí,0.7143,parallel,14,6
planet,NN,zánguru,lang7,ngòngúrú,0.6667,parallel,14,6
to see,VB,vérima,lang7,ívérímẽ̀mĩ,0.8889,parallel,14,6
if,CONJ,héré,lang5,Héré,1.0,parallel,91,6
moon,NN,lánumu,lang5,lànumugo,1.0,parallel,91,6
to glow,VB,glizami,lang5,ngglingàmi,0.7059,parallel,91,6
cat,NN,mázumu,lang5,màngumugo,0.8235,parallel,91,6
garden,NN,kóvunu,lang5,kóvununu,1.0,parallel,91,6
to sleep,VB,órumo,lang5,àwórumogomo,0.9524,parallel,91,6
planet,NN,zánguru,lang4,dzàngúrúnṹ,0.9474,parallel,90,8
gold,JJ,málalu,lang4,mã̀làlú,1.0,parallel,90,8
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,90,8
while,IN,hére,lang4,héré,1.0,parallel,90,8
telescope,NN,pélani,lang4,pélànĩ́qgì,0.8235,parallel,90,8
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,90,8
world,NN,mógo,lang2,Mógùgùùg,0.5333,parallel,84,5
song,NN,mánaru,lang2,mànàrú,1.0,parallel,84,5
to write,NN,nárumu,lang2,únàrúmú,1.0,parallel,84,5
documentation,NN,dénili,lang2,þàdénílí,0.8571,parallel,84,5
to ensure,VB,sérimi,lang2,íqgérímímí,0.9474,parallel,84,5
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,57,5
documentation,NN,dénili,lang7,ngdénĩ́lí,0.8571,parallel,57,5
to read,VB,elirízimi,lang7,íìlírííngímĩ́ngíbímĩ,0.7429,parallel,57,5
if,CONJ,héré,lang6,Héré,1.0,parallel,87,6
sun,NN,fázumu,lang6,fazumũgo,1.0,parallel,87,6
to rise,VB,vóvuma,lang6,uvóvumãmũ,1.0,parallel,87,6
planet,NN,zánguru,lang6,dzanguru,0.9333,parallel,87,6
bright,"(ie, happy light)",férimili,lang6,þaglízali,0.875,parallel,87,6
to be surprised,VB,vóruza,lang6,izamĩgemẽ,1.0,parallel,87,6
teacher,NN,zúragúra,lang3,tàzúúràgúúràgook,0.8148,parallel,110,4
student,NN,dóruma,lang3,þàdrúmãã,0.7143,parallel,110,4
bicycle,NN,pórunu,lang3,pórúnṹ,1.0,parallel,110,4
to repair,VB,kázumu,lang3,úgàzúmṹzúzúmṹ,1.0,parallel,110,4
library,NN,pánuru,lang3,pànṹrúnṹ,1.0,parallel,7,8
beautiful,JJ,lúmuralu,lang3,lúúmṹràlú,0.9412,parallel,7,8
dictionary,NN,móluru,lang3,mṍlúrú,1.0,parallel,7,8
to find,VB,kélimi,lang3,ígélímĩ́mĩ,1.0,parallel,7,8
while,IN,hére,lang3,héré,1.0,parallel,7,8
coffee,NN,kávuru,lang3,kàvúrú,1.0,parallel,7,8
to smell,VB,nízami,lang3,ínĩ́zímĩ́mĩ,1.0,parallel,7,8
crow,NN,ħòro,lang7,tòħòrùgòòg,0.7059,parallel,68,4
to eat,VB,zálumu,lang7,òngòlúmṹngúngúmṹ,0.5517,parallel,68,4
park,NN,vórulu,lang4,bvórúlúnṹ,0.9412,parallel,35,7
five,CARD,náni,lang4,nã̀nĩ,1.0,parallel,35,7
fox,NN,vúlumu,lang4,bvúúlúmṹ,0.8571,parallel,35,7
to see,VB,vérima,lang4,àgérímã̀mĩ,0.8889,parallel,35,7
while,IN,hére,lang4,héré,1.0,parallel,35,7
to play,VB,pálumu,lang4,pàlúmṹmṹ,1.0,parallel,35,7
hunter,NN,dárumodóruma,lang5,Zdàrumodórumàgo,0.9333,parallel,57,5
field,NN,xóronu,lang5,xóronunu,1.0,parallel,57,5
weapon,NN,tórumodógoru,lang5,tórumodógoru,1.0,parallel,57,5
to hide,VB,púruma,lang5,úurumàmu,1.0,parallel,57,5
new,JJ,nérili,lang2,nérílí,1.0,parallel,75,7
tool,NN,tógoru,lang2,tógùrú,0.8333,parallel,75,7
beautiful,JJ,lúmuralu,lang2,lúúmúràlú,0.9412,parallel,75,7
to build,VB,fírimi,lang2,ígíírímímí,0.8421,parallel,75,7
now,RB,hére,lang2,hérímíní,0.5,search,73,5
now,RB,hére,lang3,hérengére,0.6154,search,80,6
now,RB,hére,lang3,hére,1.0,search,100,7
world,NN,mógo,lang3,mṍgonṹ,0.8,search,97,6
to welcome,VB,árama,lang6,bvórumã,0.5,search,79,5
to welcome,VB,árama,lang6,angaramãmĩ,0.6667,search,79,5
long,RB,lóruma,lang2,lórúmàgà,0.8571,search,10,5
long,RB,lóruma,lang3,lórúmãã,0.9231,search,36,8
long,RB,lóruma,lang3,lórúmã̀mṹ,0.8571,search,99,8
long,RB,lóruma,lang3,lórúmãã,0.9231,search,99,8
long,RB,lóruma,lang3,lórúmãã,0.9231,search,99,8
long,RB,lóruma,lang4,Lórúmã,1.0,search,30,6
long,RB,lóruma,lang4,tóràlú,0.5,search,30,6
long,RB,lóruma,lang4,úbàrúmã̀mṹlú,0.4706,search,30,6
long,RB,lóruma,lang4,tóràlúgórúwàmã̀gùùng,0.48,search,30,6
long,RB,lóruma,lang4,tóràlúnã̀rúmã,0.5556,search,30,6
long,RB,lóruma,lang4,lórúmã,1.0,search,44,6
long,RB,lóruma,lang4,lórúmã,1.0,search,69,6
long,RB,lóruma,lang5,Lóruma,1.0,search,36,6
